staff_id,department,nurse_name,gender,qualifications,email,phone,shift_start,shift_end,work_days,shift_type
NUR147,Nephrology,Nurse Varghese George,Male,B.Sc Nursing,nursevarghesegeorge@bmh.com,+91 8674355687,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR148,Dental,Nurse Meera Ibrahim,Female,B.Sc Nursing,nursemeeraibrahim@bmh.com,+91 8650098013,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR149,Gastroenterology,Nurse Sanjay Nambiar,Male,B.Sc Nursing,nursesanjaynambiar@bmh.com,+91 9273974698,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR150,Urology,Nurse Pranav Kurup,Male,B.Sc Nursing,nursepranavkurup@bmh.com,+91 8675161946,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR151,General Medicine,Nurse Jacob Hashim,Male,B.Sc Nursing,nursejacobhashim@bmh.com,+91 7378093474,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR152,Emergency,Nurse Faisal Philip,Male,B.Sc Nursing,nursefaisalphilip@bmh.com,+91 8492017308,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR153,Ophthalmology,Nurse Sanjay George,Male,B.Sc Nursing,nursesanjaygeorge@bmh.com,+91 9057793713,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR154,Orthopaedics,Nurse Sanjay Warrier,Male,B.Sc Nursing,nursesanjaywarrier@bmh.com,+91 7675479652,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR155,Nephrology,Nurse Nithin Menon,Male,B.Sc Nursing,nursenithinmenon@bmh.com,+91 7502050494,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR156,Psychiatry,Nurse Parvathy Pillai,Female,B.Sc Nursing,nurseparvathypillai@bmh.com,+91 9508868254,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR157,Radiology,Nurse Aiswarya Rahman,Female,B.Sc Nursing,nurseaiswaryarahman@bmh.com,+91 8142598448,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR158,Women's Care (Obstetrics & Gynaecology),Nurse Deepak Warrier,Male,B.Sc Nursing,nursedeepakwarrier@bmh.com,+91 8918832575,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR159,Pulmonology,Nurse Sanjay Menon,Male,B.Sc Nursing,nursesanjaymenon@bmh.com,+91 8675954398,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR160,Oncology,Nurse Sumayya Nambiar,Female,B.Sc Nursing,nursesumayyanambiar@bmh.com,+91 7436193146,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR161,Dermatology,Nurse Abhilash Kurup,Male,B.Sc Nursing,nurseabhilashkurup@bmh.com,+91 9075066090,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR162,Child Care (Paediatrics),Nurse Faisal Siddique,Male,B.Sc Nursing,nursefaisalsiddique@bmh.com,+91 9837669032,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR163,Cardiology,Nurse Siddharth Eapen,Male,B.Sc Nursing,nursesiddhartheapen@bmh.com,+91 8712631541,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR164,Cardiology,Nurse Tessa Warrier,Female,B.Sc Nursing,nursetessawarrier@bmh.com,+91 9472695265,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR165,General Medicine,Nurse Dhanya Hashim,Female,B.Sc Nursing,nursedhanyahashim@bmh.com,+91 8230718331,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR166,General Medicine,Nurse Rohan Thomas,Male,B.Sc Nursing,nurserohanthomas@bmh.com,+91 9429621124,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR167,Anaesthesiology,Nurse Thomas Ibrahim,Male,B.Sc Nursing,nursethomasibrahim@bmh.com,+91 9777580371,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR168,Ophthalmology,Nurse Anupama Nair,Female,B.Sc Nursing,nurseanupamanair@bmh.com,+91 7581574820,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR169,Women's Care (Obstetrics & Gynaecology),Nurse Mary Siddique,Female,B.Sc Nursing,nursemarysiddique@bmh.com,+91 7881478135,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR170,Neurosciences,Nurse Manu Cherian,Male,B.Sc Nursing,nursemanucherian@bmh.com,+91 8023288870,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR171,Gastroenterology,Nurse Faisal Philip,Male,B.Sc Nursing,nursefaisalphilip@bmh.com,+91 9947048759,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR172,Radiology,Nurse Sebastian Thomas,Male,B.Sc Nursing,nursesebastianthomas@bmh.com,+91 9543478544,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR173,Neurosciences,Nurse Kavya Nair,Female,B.Sc Nursing,nursekavyanair@bmh.com,+91 7285083666,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR174,Dermatology,Nurse George Samuel,Male,B.Sc Nursing,nursegeorgesamuel@bmh.com,+91 9037473074,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR175,Cardiology,Nurse Mary Abraham,Female,B.Sc Nursing,nursemaryabraham@bmh.com,+91 7290417167,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR176,Oncology,Nurse Rohan Faisal,Male,B.Sc Nursing,nurserohanfaisal@bmh.com,+91 7347492464,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR177,Orthopaedics,Nurse Varghese Samuel,Male,B.Sc Nursing,nursevarghesesamuel@bmh.com,+91 8396853271,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR178,Pulmonology,Nurse Midhun Varghese,Male,B.Sc Nursing,nursemidhunvarghese@bmh.com,+91 9974714913,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR179,Gastroenterology,Nurse Meera Faisal,Female,B.Sc Nursing,nursemeerafaisal@bmh.com,+91 8995310383,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR180,Child Care (Paediatrics),Nurse Nithin Kurian,Male,B.Sc Nursing,nursenithinkurian@bmh.com,+91 7772062161,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR181,Orthopaedics,Nurse Antony Rahman,Male,B.Sc Nursing,nurseantonyrahman@bmh.com,+91 8159821748,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR182,Pulmonology,Nurse George Panicker,Male,B.Sc Nursing,nursegeorgepanicker@bmh.com,+91 7138877377,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR183,General Surgery,Nurse Fathima Kurian,Female,B.Sc Nursing,nursefathimakurian@bmh.com,+91 8098724226,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR184,Nephrology,Nurse Manu Faisal,Male,B.Sc Nursing,nursemanufaisal@bmh.com,+91 9910096324,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR185,Psychiatry,Nurse Vineeth Siddique,Male,B.Sc Nursing,nursevineethsiddique@bmh.com,+91 7434224040,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR186,Radiology,Nurse Vineeth Siddique,Male,B.Sc Nursing,nursevineethsiddique@bmh.com,+91 8859333783,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR187,Child Care (Paediatrics),Nurse Kavya Rahman,Female,B.Sc Nursing,nursekavyarahman@bmh.com,+91 8087928623,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR188,Emergency,Nurse Parvathy Kurian,Female,B.Sc Nursing,nurseparvathykurian@bmh.com,+91 8839705159,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR189,Dermatology,Nurse Mary Chacko,Female,B.Sc Nursing,nursemarychacko@bmh.com,+91 7854861169,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR190,Urology,Nurse Mary Varghese,Female,B.Sc Nursing,nursemaryvarghese@bmh.com,+91 7681846698,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR191,Anaesthesiology,Nurse Sebastian Thomas,Male,B.Sc Nursing,nursesebastianthomas@bmh.com,+91 7205664538,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR192,Dental,Nurse Mariamma Joseph,Female,B.Sc Nursing,nursemariammajoseph@bmh.com,+91 8861287781,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR193,Neurosciences,Nurse Aswathy Siddique,Female,B.Sc Nursing,nurseaswathysiddique@bmh.com,+91 9281098103,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR194,Pathology,Nurse Anupama Samuel,Female,B.Sc Nursing,nurseanupamasamuel@bmh.com,+91 7269888532,23:00,07:00,"Wed,Thu,Fri,Sat,Sun",Night
NUR195,Radiology,Nurse Mohammed Panicker,Male,B.Sc Nursing,nursemohammedpanicker@bmh.com,+91 8991983403,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR196,Gastroenterology,Nurse Vishal Abraham,Male,B.Sc Nursing,nursevishalabraham@bmh.com,+91 7273433082,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR197,Women's Care (Obstetrics & Gynaecology),Nurse Faisal Pillai,Male,B.Sc Nursing,nursefaisalpillai@bmh.com,+91 9263538843,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR198,General Surgery,Nurse Aiswarya Cherian,Female,B.Sc Nursing,nurseaiswaryacherian@bmh.com,+91 9887237084,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR199,Child Care (Paediatrics),Nurse Jacob Menon,Male,B.Sc Nursing,nursejacobmenon@bmh.com,+91 7027687302,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR200,Critical Care,Nurse Dhanya Abraham,Female,B.Sc Nursing,nursedhanyaabraham@bmh.com,+91 7136379719,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR201,Nephrology,Nurse Riya Kurian,Female,B.Sc Nursing,nurseriyakurian@bmh.com,+91 9613291393,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR202,Pulmonology,Nurse Aiswarya Rahman,Female,B.Sc Nursing,nurseaiswaryarahman@bmh.com,+91 7413382889,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR203,Endocrinology,Nurse Faisal Rahman,Male,B.Sc Nursing,nursefaisalrahman@bmh.com,+91 8184180920,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR204,Women's Care (Obstetrics & Gynaecology),Nurse Dhanya Kurian,Female,B.Sc Nursing,nursedhanyakurian@bmh.com,+91 7504540725,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR205,Neurosciences,Nurse Deepak Chacko,Male,B.Sc Nursing,nursedeepakchacko@bmh.com,+91 8040839708,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR206,Child Care (Paediatrics),Nurse Dhanya Samuel,Female,B.Sc Nursing,nursedhanyasamuel@bmh.com,+91 7440754207,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR207,Dermatology,Nurse Ann Philip,Female,B.Sc Nursing,nurseannphilip@bmh.com,+91 7631724940,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR208,Pathology,Nurse Sebastian Panicker,Male,B.Sc Nursing,nursesebastianpanicker@bmh.com,+91 7349946463,07:00,15:00,"Thu,Fri,Sat,Sun,Mon",Morning
NUR209,Gastroenterology,Nurse Ann Thomas,Female,B.Sc Nursing,nurseannthomas@bmh.com,+91 8820807131,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR210,Dental,Nurse Varghese Menon,Male,B.Sc Nursing,nursevarghesemenon@bmh.com,+91 8783531524,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR211,Pulmonology,Nurse Antony Nambiar,Male,B.Sc Nursing,nurseantonynambiar@bmh.com,+91 8511061492,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR212,Urology,Nurse Reshma Nambiar,Female,B.Sc Nursing,nursereshmanambiar@bmh.com,+91 8964720403,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR213,Women's Care (Obstetrics & Gynaecology),Nurse Jacob Nair,Male,B.Sc Nursing,nursejacobnair@bmh.com,+91 9665069847,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR214,Child Care (Paediatrics),Nurse Jitin Hashim,Male,B.Sc Nursing,nursejitinhashim@bmh.com,+91 7151358195,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR215,ENT,Nurse Jacob Warrier,Male,B.Sc Nursing,nursejacobwarrier@bmh.com,+91 9043457197,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR216,Women's Care (Obstetrics & Gynaecology),Nurse Vineeth Thomas,Male,B.Sc Nursing,nursevineeththomas@bmh.com,+91 9426563534,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR217,Orthopaedics,Nurse Riya Thomas,Female,B.Sc Nursing,nurseriyathomas@bmh.com,+91 7571179147,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR218,Pathology,Nurse Anjali Philip,Female,B.Sc Nursing,nurseanjaliphilip@bmh.com,+91 8465850075,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR219,Urology,Nurse Mary Varghese,Female,B.Sc Nursing,nursemaryvarghese@bmh.com,+91 8155178982,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR220,Dental,Nurse Faisal George,Male,B.Sc Nursing,nursefaisalgeorge@bmh.com,+91 7748833054,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR221,Nephrology,Nurse Abhilash Thomas,Male,B.Sc Nursing,nurseabhilashthomas@bmh.com,+91 8768579592,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR222,Pulmonology,Nurse Antony Mathew,Male,B.Sc Nursing,nurseantonymathew@bmh.com,+91 8890923119,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR223,Neurosciences,Nurse Vishal Panicker,Male,B.Sc Nursing,nursevishalpanicker@bmh.com,+91 8643726052,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR224,General Surgery,Nurse Mohammed Ibrahim,Male,B.Sc Nursing,nursemohammedibrahim@bmh.com,+91 9672411260,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR225,ENT,Nurse Manu Thampi,Male,B.Sc Nursing,nursemanuthampi@bmh.com,+91 7057388181,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR226,Oncology,Nurse Midhun Nambiar,Male,B.Sc Nursing,nursemidhunnambiar@bmh.com,+91 7103696098,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR227,Emergency,Nurse Rohan Nair,Male,B.Sc Nursing,nurserohannair@bmh.com,+91 8793780981,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR228,ENT,Nurse Manu George,Male,B.Sc Nursing,nursemanugeorge@bmh.com,+91 8102265655,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR229,General Medicine,Nurse Nithin Panicker,Male,B.Sc Nursing,nursenithinpanicker@bmh.com,+91 9305478947,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR230,Nephrology,Nurse Reshma Samuel,Female,B.Sc Nursing,nursereshmasamuel@bmh.com,+91 9380571550,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR231,Urology,Nurse Greeshma Thomas,Female,B.Sc Nursing,nursegreeshmathomas@bmh.com,+91 7115663984,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR232,General Medicine,Nurse Mohammed Abraham,Male,B.Sc Nursing,nursemohammedabraham@bmh.com,+91 9144705776,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR233,Nephrology,Nurse Anjali Nambiar,Female,B.Sc Nursing,nurseanjalinambiar@bmh.com,+91 7814848735,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR234,Neurosciences,Nurse Rohan Thampi,Male,B.Sc Nursing,nurserohanthampi@bmh.com,+91 9657312203,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR235,Ophthalmology,Nurse Aswathy Thampi,Female,B.Sc Nursing,nurseaswathythampi@bmh.com,+91 7520485184,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR236,Urology,Nurse Pranav Joseph,Male,B.Sc Nursing,nursepranavjoseph@bmh.com,+91 7070679203,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR237,Child Care (Paediatrics),Nurse Parvathy Cherian,Female,B.Sc Nursing,nurseparvathycherian@bmh.com,+91 7565036044,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR238,Endocrinology,Nurse Manu Nambiar,Male,B.Sc Nursing,nursemanunambiar@bmh.com,+91 9691381631,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR239,Psychiatry,Nurse Kavya Ibrahim,Female,B.Sc Nursing,nursekavyaibrahim@bmh.com,+91 7165490217,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR240,Endocrinology,Nurse Aswathy Mathew,Female,B.Sc Nursing,nurseaswathymathew@bmh.com,+91 8377141030,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR241,Nephrology,Nurse Leelamma Ibrahim,Female,B.Sc Nursing,nurseleelammaibrahim@bmh.com,+91 8998397957,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR242,Psychiatry,Nurse Sebastian George,Male,B.Sc Nursing,nursesebastiangeorge@bmh.com,+91 7603013705,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR243,Pulmonology,Nurse Pranav Thomas,Male,B.Sc Nursing,nursepranavthomas@bmh.com,+91 7662495275,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR244,Pulmonology,Nurse Devika Abraham,Female,B.Sc Nursing,nursedevikaabraham@bmh.com,+91 8365572664,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR245,Cardiology,Nurse Tessa Hashim,Female,B.Sc Nursing,nursetessahashim@bmh.com,+91 7479922792,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR246,Women's Care (Obstetrics & Gynaecology),Nurse Lakshmi Kurup,Female,B.Sc Nursing,nurselakshmikurup@bmh.com,+91 8263030234,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR247,ENT,Nurse Anjali Menon,Female,B.Sc Nursing,nurseanjalimenon@bmh.com,+91 7132322706,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR248,Pathology,Nurse Sebastian Philip,Male,B.Sc Nursing,nursesebastianphilip@bmh.com,+91 9974554401,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR249,Critical Care,Nurse Rahul Cherian,Male,B.Sc Nursing,nurserahulcherian@bmh.com,+91 7446625179,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR250,Urology,Nurse Kiran Menon,Male,B.Sc Nursing,nursekiranmenon@bmh.com,+91 7267000778,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR251,Dermatology,Nurse Manu Samuel,Male,B.Sc Nursing,nursemanusamuel@bmh.com,+91 8034527779,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR252,Anaesthesiology,Nurse Nithin Warrier,Male,B.Sc Nursing,nursenithinwarrier@bmh.com,+91 8202691021,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR253,Cardiology,Nurse Anupama Abraham,Female,B.Sc Nursing,nurseanupamaabraham@bmh.com,+91 7331458044,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR254,Women's Care (Obstetrics & Gynaecology),Nurse Vishal George,Male,B.Sc Nursing,nursevishalgeorge@bmh.com,+91 9938160017,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR255,Emergency,Nurse Parvathy George,Female,B.Sc Nursing,nurseparvathygeorge@bmh.com,+91 7447824164,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR256,Endocrinology,Nurse Deepak Kurup,Male,B.Sc Nursing,nursedeepakkurup@bmh.com,+91 9521711996,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR257,Psychiatry,Nurse Mary Thampi,Female,B.Sc Nursing,nursemarythampi@bmh.com,+91 8761417480,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR258,Orthopaedics,Nurse Sherly Samuel,Female,B.Sc Nursing,nursesherlysamuel@bmh.com,+91 7674788320,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR259,Child Care (Paediatrics),Nurse Reshma Philip,Female,B.Sc Nursing,nursereshmaphilip@bmh.com,+91 7910893617,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR260,Cardiology,Nurse Fathima Rahman,Female,B.Sc Nursing,nursefathimarahman@bmh.com,+91 7602199252,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR261,Pathology,Nurse Siddharth Thomas,Male,B.Sc Nursing,nursesiddharththomas@bmh.com,+91 9810704047,07:00,15:00,"Sun,Mon,Tue,Wed,Thu",Morning
NUR262,Oncology,Nurse Arjun Chacko,Male,B.Sc Nursing,nursearjunchacko@bmh.com,+91 8997382612,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR263,Oncology,Nurse George Hashim,Male,B.Sc Nursing,nursegeorgehashim@bmh.com,+91 9741971847,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR264,General Surgery,Nurse Sumayya Ibrahim,Female,B.Sc Nursing,nursesumayyaibrahim@bmh.com,+91 8529607051,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR265,Anaesthesiology,Nurse Abhilash Ibrahim,Male,B.Sc Nursing,nurseabhilashibrahim@bmh.com,+91 8337524863,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR266,Women's Care (Obstetrics & Gynaecology),Nurse Aneesh Chacko,Male,B.Sc Nursing,nurseaneeshchacko@bmh.com,+91 7621568576,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR267,Neurosciences,Nurse Mohammed Nair,Male,B.Sc Nursing,nursemohammednair@bmh.com,+91 8988480730,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR268,Radiology,Nurse Thomas Samuel,Male,B.Sc Nursing,nursethomassamuel@bmh.com,+91 7341183145,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR269,Child Care (Paediatrics),Nurse Reshma Ibrahim,Female,B.Sc Nursing,nursereshmaibrahim@bmh.com,+91 8822913996,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR270,Urology,Nurse Sanjay Ibrahim,Male,B.Sc Nursing,nursesanjayibrahim@bmh.com,+91 7365259460,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR271,Critical Care,Nurse Jacob Nair,Male,B.Sc Nursing,nursejacobnair@bmh.com,+91 8053390787,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR272,General Medicine,Nurse Nithin Panicker,Male,B.Sc Nursing,nursenithinpanicker@bmh.com,+91 9286645428,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR273,Pathology,Nurse Aiswarya Joseph,Female,B.Sc Nursing,nurseaiswaryajoseph@bmh.com,+91 7628721775,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
NUR274,Critical Care,Nurse Sherly Thomas,Female,B.Sc Nursing,nursesherlythomas@bmh.com,+91 9205269884,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR275,Gastroenterology,Nurse Ann George,Female,B.Sc Nursing,nurseanngeorge@bmh.com,+91 7272433745,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR276,Endocrinology,Nurse Remya Pillai,Female,B.Sc Nursing,nurseremyapillai@bmh.com,+91 8467873530,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR277,Nephrology,Nurse Rahul Chacko,Male,B.Sc Nursing,nurserahulchacko@bmh.com,+91 8202111933,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR278,Dermatology,Nurse Siddharth Varghese,Male,B.Sc Nursing,nursesiddharthvarghese@bmh.com,+91 8612253267,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR279,General Medicine,Nurse Sreelekshmi Panicker,Female,B.Sc Nursing,nursesreelekshmipanicker@bmh.com,+91 9756839316,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR280,Neurosciences,Nurse Dhanya Cherian,Female,B.Sc Nursing,nursedhanyacherian@bmh.com,+91 9008171017,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR281,Cardiology,Nurse Mary Thampi,Female,B.Sc Nursing,nursemarythampi@bmh.com,+91 7783445613,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR282,ENT,Nurse Vineeth Ibrahim,Male,B.Sc Nursing,nursevineethibrahim@bmh.com,+91 9299698148,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR283,Pathology,Nurse Sherly Thampi,Female,B.Sc Nursing,nursesherlythampi@bmh.com,+91 8357836141,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR284,Dermatology,Nurse Abhilash Nambiar,Male,B.Sc Nursing,nurseabhilashnambiar@bmh.com,+91 7529469908,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR285,Neurosciences,Nurse Faisal Rahman,Male,B.Sc Nursing,nursefaisalrahman@bmh.com,+91 7017406933,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR286,Anaesthesiology,Nurse Kavya Ibrahim,Female,B.Sc Nursing,nursekavyaibrahim@bmh.com,+91 7941232497,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR287,Psychiatry,Nurse Mathew Siddique,Male,B.Sc Nursing,nursemathewsiddique@bmh.com,+91 8076105668,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR288,Anaesthesiology,Nurse Vineeth Thampi,Male,B.Sc Nursing,nursevineeththampi@bmh.com,+91 7678090952,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR289,ENT,Nurse Remya Samuel,Female,B.Sc Nursing,nurseremyasamuel@bmh.com,+91 9956102306,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR290,Dental,Nurse Kiran George,Male,B.Sc Nursing,nursekirangeorge@bmh.com,+91 9413915269,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR291,General Medicine,Nurse Varghese Rahman,Male,B.Sc Nursing,nursevargheserahman@bmh.com,+91 8222517997,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR292,Ophthalmology,Nurse Mohammed Thomas,Male,B.Sc Nursing,nursemohammedthomas@bmh.com,+91 7027038584,15:00,23:00,"Mon,Tue,Wed,Thu,Fri",Evening
