staff_id,department,doctor_name,gender,qualifications,email,phone,specialization,shift_start,shift_end,work_days,shift_type,slot_duration,max_patients
DOC133,Anaesthesiology,Dr. Manu Faisal,Male,"MBBS, MD",drmanufaisal@bmh.com,+91 8530559044,Anaesthesiology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC134,Urology,Dr. Antony Siddique,Male,"MBBS, MD",drantonysiddique@bmh.com,+91 8707176179,Urology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC135,Anaesthesiology,Dr. Abhilash Faisal,Male,"MBBS, MS",drabhilashfaisal@bmh.com,+91 7128722624,Anaesthesiology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC136,Emergency,Dr. Manu Philip,Male,"MBBS, MD",drmanuphilip@bmh.com,+91 7422387392,Emergency,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC137,Child Care (Paediatrics),Dr. Sherly Hashim,Female,"MBBS, MS",drsherlyhashim@bmh.com,+91 8182612365,Child Care (Paediatrics),06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC138,Neurosciences,Dr. Sreelekshmi Varghese,Female,"MBBS, MD, DM",drsreelekshmivarghese@bmh.com,+91 7092381166,Neurosciences,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC139,Cardiology,Dr. Anupama Menon,Female,"MBBS, MD, DM",dranupamamenon@bmh.com,+91 9153357708,Cardiology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC140,Psychiatry,Dr. Nithin Rahman,Male,"MBBS, MS",drnithinrahman@bmh.com,+91 7910616380,Psychiatry,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC141,ENT,Dr. Kavya Mathew,Female,"MBBS, MD",drkavyamathew@bmh.com,+91 7067526944,ENT,00:00,06:00,"Thu,Fri,Sat,Sun,Mon",Night,15,30
DOC142,Women's Care (Obstetrics & Gynaecology),Dr. Mohammed Hashim,Male,"MBBS, MD",drmohammedhashim@bmh.com,+91 8339615115,Women's Care (Obstetrics & Gynaecology),00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC143,General Medicine,Dr. Sherly Kurian,Female,"MBBS, MD",drsherlykurian@bmh.com,+91 8697706537,General Medicine,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC144,Anaesthesiology,Dr. Sebastian Joseph,Male,"MBBS, MD",drsebastianjoseph@bmh.com,+91 8379505500,Anaesthesiology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC145,Cardiology,Dr. Sneha Hashim,Female,"MBBS, MS, MCh",drsnehahashim@bmh.com,+91 9122538994,Cardiology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC146,Pathology,Dr. Parvathy Cherian,Female,"MBBS, MD",drparvathycherian@bmh.com,+91 7347958626,Pathology,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC147,Anaesthesiology,Dr. Anupama Abraham,Female,"MBBS, MD",dranupamaabraham@bmh.com,+91 7144861458,Anaesthesiology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC148,Oncology,Dr. Manu Pillai,Male,"MBBS, MD, DM",drmanupillai@bmh.com,+91 7944225760,Oncology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC149,Ophthalmology,Dr. Mohammed Cherian,Male,"MBBS, MD",drmohammedcherian@bmh.com,+91 8069515609,Ophthalmology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC150,ENT,Dr. Sreelekshmi Pillai,Female,"MBBS, MD",drsreelekshmipillai@bmh.com,+91 9579762486,ENT,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC151,Gastroenterology,Dr. Fathima Faisal,Female,"MBBS, MD, DM",drfathimafaisal@bmh.com,+91 9354046217,Gastroenterology,00:00,06:00,"Thu,Fri,Sat,Sun,Mon",Night,15,30
DOC152,Pathology,Dr. Devika Faisal,Female,"MBBS, MD",drdevikafaisal@bmh.com,+91 8613267695,Pathology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC153,Pulmonology,Dr. Anjali Nambiar,Female,"MBBS, MD",dranjalinambiar@bmh.com,+91 8154532179,Pulmonology,00:00,06:00,"Thu,Fri,Sat,Sun,Mon",Night,15,30
DOC154,Orthopaedics,Dr. Lakshmi Kurup,Female,"MBBS, MS",drlakshmikurup@bmh.com,+91 8780183603,Orthopaedics,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC155,Dental,Dr. George George,Male,"MBBS, MD",drgeorgegeorge@bmh.com,+91 9035738947,Dental,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC156,Pulmonology,Dr. Greeshma Thampi,Female,"MBBS, MD",drgreeshmathampi@bmh.com,+91 7842013414,Pulmonology,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC157,Urology,Dr. Kavya Thampi,Female,"MBBS, MD",drkavyathampi@bmh.com,+91 9697158019,Urology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC158,Urology,Dr. Thomas Pillai,Male,"MBBS, MS",drthomaspillai@bmh.com,+91 7866821962,Urology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC159,Women's Care (Obstetrics & Gynaecology),Dr. Riya Cherian,Female,"MBBS, MD",drriyacherian@bmh.com,+91 9294382754,Women's Care (Obstetrics & Gynaecology),06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC160,Child Care (Paediatrics),Dr. Fathima Pillai,Female,"MBBS, MS",drfathimapillai@bmh.com,+91 7149587865,Child Care (Paediatrics),12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC161,Endocrinology,Dr. Mary Warrier,Female,"MBBS, MS",drmarywarrier@bmh.com,+91 9353392986,Endocrinology,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC162,Dental,Dr. Kavya Pillai,Female,"MBBS, MD",drkavyapillai@bmh.com,+91 8473261150,Dental,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC163,Emergency,Dr. Lakshmi Joseph,Female,"MBBS, MS",drlakshmijoseph@bmh.com,+91 7581200832,Emergency,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC164,Nephrology,Dr. Tessa Menon,Female,"MBBS, MS, MCh",drtessamenon@bmh.com,+91 7702733137,Nephrology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC165,Child Care (Paediatrics),Dr. Jacob Cherian,Male,"MBBS, MD",drjacobcherian@bmh.com,+91 7339268180,Child Care (Paediatrics),18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC166,General Surgery,Dr. Fathima Kurup,Female,"MBBS, MD",drfathimakurup@bmh.com,+91 9760466686,General Surgery,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC167,ENT,Dr. Remya Philip,Female,"MBBS, MD",drremyaphilip@bmh.com,+91 8430318059,ENT,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC168,Critical Care,Dr. Parvathy Faisal,Female,"MBBS, MD",drparvathyfaisal@bmh.com,+91 8069294084,Critical Care,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC169,Ophthalmology,Dr. Aiswarya Faisal,Female,"MBBS, MD",draiswaryafaisal@bmh.com,+91 9985026057,Ophthalmology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC170,Women's Care (Obstetrics & Gynaecology),Dr. Sreelekshmi Cherian,Female,"MBBS, MS",drsreelekshmicherian@bmh.com,+91 8396505669,Women's Care (Obstetrics & Gynaecology),12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC171,Pulmonology,Dr. Rohan Faisal,Male,"MBBS, MD",drrohanfaisal@bmh.com,+91 9236765033,Pulmonology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC172,General Medicine,Dr. Antony Thampi,Male,"MBBS, MD",drantonythampi@bmh.com,+91 7941102642,General Medicine,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC173,Ophthalmology,Dr. Devika Pillai,Female,"MBBS, MD",drdevikapillai@bmh.com,+91 9489372101,Ophthalmology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC174,Psychiatry,Dr. Leelamma Thampi,Female,"MBBS, MS",drleelammathampi@bmh.com,+91 7816057288,Psychiatry,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC175,Women's Care (Obstetrics & Gynaecology),Dr. Varghese Hashim,Male,"MBBS, MD",drvarghesehashim@bmh.com,+91 9113872551,Women's Care (Obstetrics & Gynaecology),18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC176,Psychiatry,Dr. Jitin Siddique,Male,"MBBS, MS",drjitinsiddique@bmh.com,+91 9266584375,Psychiatry,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC177,Dermatology,Dr. Faisal Joseph,Male,"MBBS, MD",drfaisaljoseph@bmh.com,+91 9087264416,Dermatology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC178,Ophthalmology,Dr. Anjali Philip,Female,"MBBS, MD",dranjaliphilip@bmh.com,+91 8321637701,Ophthalmology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC179,Neurosciences,Dr. Midhun Hashim,Male,"MBBS, MD, DM",drmidhunhashim@bmh.com,+91 8013302664,Neurosciences,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC180,Critical Care,Dr. Ann Menon,Female,"MBBS, MD",drannmenon@bmh.com,+91 9601712252,Critical Care,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC181,Nephrology,Dr. Deepak Eapen,Male,"MBBS, MD, DM",drdeepakeapen@bmh.com,+91 8735928054,Nephrology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC182,Urology,Dr. Siddharth Nair,Male,"MBBS, MS",drsiddharthnair@bmh.com,+91 9432989693,Urology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC183,Endocrinology,Dr. Sanjay Hashim,Male,"MBBS, MD",drsanjayhashim@bmh.com,+91 8195043828,Endocrinology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC184,Pulmonology,Dr. Varghese Varghese,Male,"MBBS, MD",drvarghesevarghese@bmh.com,+91 9964094659,Pulmonology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC185,General Surgery,Dr. Rahul Chacko,Male,"MBBS, MD",drrahulchacko@bmh.com,+91 8141983583,General Surgery,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC186,Critical Care,Dr. Varghese Eapen,Male,"MBBS, MD",drvargheseeapen@bmh.com,+91 8645845031,Critical Care,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC187,Dental,Dr. Aiswarya Samuel,Female,"MBBS, MD",draiswaryasamuel@bmh.com,+91 8310695809,Dental,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC188,Psychiatry,Dr. Sneha Rahman,Female,"MBBS, MD",drsneharahman@bmh.com,+91 9364253478,Psychiatry,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC189,Women's Care (Obstetrics & Gynaecology),Dr. Sherly Faisal,Female,"MBBS, MD",drsherlyfaisal@bmh.com,+91 8958045984,Women's Care (Obstetrics & Gynaecology),00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC190,Pulmonology,Dr. Sneha Kurup,Female,"MBBS, MD",drsnehakurup@bmh.com,+91 8611633674,Pulmonology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC191,Oncology,Dr. Rahul Menon,Male,"MBBS, MS, MCh",drrahulmenon@bmh.com,+91 9484344341,Oncology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC192,Neurosciences,Dr. Jitin Cherian,Male,"MBBS, MS, MCh",drjitincherian@bmh.com,+91 7021141928,Neurosciences,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC193,Women's Care (Obstetrics & Gynaecology),Dr. Sreelekshmi Menon,Female,"MBBS, MD",drsreelekshmimenon@bmh.com,+91 9396463181,Women's Care (Obstetrics & Gynaecology),06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC194,Critical Care,Dr. Nithin George,Male,"MBBS, MD",drnithingeorge@bmh.com,+91 9399298790,Critical Care,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC195,Pulmonology,Dr. Sumayya Pillai,Female,"MBBS, MD",drsumayyapillai@bmh.com,+91 8720818419,Pulmonology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC196,General Medicine,Dr. Jacob Menon,Male,"MBBS, MS",drjacobmenon@bmh.com,+91 8189363849,General Medicine,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC197,Critical Care,Dr. Devika Nambiar,Female,"MBBS, MD",drdevikanambiar@bmh.com,+91 9444419946,Critical Care,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC198,Neurosciences,Dr. Sumayya Abraham,Female,"MBBS, MD, DM",drsumayyaabraham@bmh.com,+91 8089426354,Neurosciences,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC199,ENT,Dr. Greeshma Cherian,Female,"MBBS, MD",drgreeshmacherian@bmh.com,+91 9244577295,ENT,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC200,Gastroenterology,Dr. Rahul Nambiar,Male,"MBBS, MD, DM",drrahulnambiar@bmh.com,+91 7088241962,Gastroenterology,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC201,Endocrinology,Dr. Meera Eapen,Female,"MBBS, MD",drmeeraeapen@bmh.com,+91 8396277788,Endocrinology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC202,Emergency,Dr. Lakshmi Siddique,Female,"MBBS, MD",drlakshmisiddique@bmh.com,+91 8740851462,Emergency,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC203,Emergency,Dr. Sherly Varghese,Female,"MBBS, MS",drsherlyvarghese@bmh.com,+91 8821667515,Emergency,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC204,Dental,Dr. Aswathy Mathew,Female,"MBBS, MD",draswathymathew@bmh.com,+91 9837321837,Dental,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC205,Dental,Dr. Sreelekshmi Warrier,Female,"MBBS, MD",drsreelekshmiwarrier@bmh.com,+91 7951889072,Dental,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC206,Orthopaedics,Dr. Sumayya Joseph,Female,"MBBS, MD",drsumayyajoseph@bmh.com,+91 9226073133,Orthopaedics,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC207,Pulmonology,Dr. Mohammed Varghese,Male,"MBBS, MD",drmohammedvarghese@bmh.com,+91 8694298770,Pulmonology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC208,Urology,Dr. Abhilash Faisal,Male,"MBBS, MS",drabhilashfaisal@bmh.com,+91 9622101036,Urology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC209,General Medicine,Dr. George Mathew,Male,"MBBS, MD",drgeorgemathew@bmh.com,+91 7690620278,General Medicine,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC210,Dermatology,Dr. Reshma Menon,Female,"MBBS, MD",drreshmamenon@bmh.com,+91 9064855394,Dermatology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC211,Dermatology,Dr. Fathima Chacko,Female,"MBBS, MD",drfathimachacko@bmh.com,+91 7274372144,Dermatology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC212,Women's Care (Obstetrics & Gynaecology),Dr. Arjun Varghese,Male,"MBBS, MS",drarjunvarghese@bmh.com,+91 7334732283,Women's Care (Obstetrics & Gynaecology),12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC213,Critical Care,Dr. Kavya Ibrahim,Female,"MBBS, MD",drkavyaibrahim@bmh.com,+91 9377908865,Critical Care,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC214,Orthopaedics,Dr. Reshma Samuel,Female,"MBBS, MD",drreshmasamuel@bmh.com,+91 7152189992,Orthopaedics,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC215,Psychiatry,Dr. Faisal Rahman,Male,"MBBS, MD",drfaisalrahman@bmh.com,+91 7531419675,Psychiatry,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC216,Nephrology,Dr. Sherly Panicker,Female,"MBBS, MD, DM",drsherlypanicker@bmh.com,+91 7383748266,Nephrology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC217,Radiology,Dr. Aneesh Thampi,Male,"MBBS, MD",draneeshthampi@bmh.com,+91 8634455680,Radiology,00:00,06:00,"Thu,Fri,Sat,Sun,Mon",Night,15,30
DOC218,Endocrinology,Dr. George Rahman,Male,"MBBS, MD",drgeorgerahman@bmh.com,+91 8194778095,Endocrinology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC219,Urology,Dr. Kiran Varghese,Male,"MBBS, MD",drkiranvarghese@bmh.com,+91 9813692957,Urology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC220,Neurosciences,Dr. Midhun Thampi,Male,"MBBS, MD, DM",drmidhunthampi@bmh.com,+91 9563387997,Neurosciences,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC221,Cardiology,Dr. Remya Varghese,Female,"MBBS, MD, DM",drremyavarghese@bmh.com,+91 7423137233,Cardiology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC222,Dental,Dr. Siddharth Faisal,Male,"MBBS, MS",drsiddharthfaisal@bmh.com,+91 8000091479,Dental,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC223,ENT,Dr. Mohammed Ibrahim,Male,"MBBS, MD",drmohammedibrahim@bmh.com,+91 8624422947,ENT,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC224,Dental,Dr. Kavya Thomas,Female,"MBBS, MD",drkavyathomas@bmh.com,+91 9398884957,Dental,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC225,Neurosciences,Dr. Kavya Kurian,Female,"MBBS, MD, DM",drkavyakurian@bmh.com,+91 9509873070,Neurosciences,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC226,Women's Care (Obstetrics & Gynaecology),Dr. Vineeth Siddique,Male,"MBBS, MS",drvineethsiddique@bmh.com,+91 7065591152,Women's Care (Obstetrics & Gynaecology),18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC227,Orthopaedics,Dr. Jacob Ibrahim,Male,"MBBS, MD",drjacobibrahim@bmh.com,+91 9864681846,Orthopaedics,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC228,Urology,Dr. Manu Warrier,Male,"MBBS, MD",drmanuwarrier@bmh.com,+91 8354994157,Urology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC229,ENT,Dr. Varghese Kurup,Male,"MBBS, MD",drvarghesekurup@bmh.com,+91 7808503492,ENT,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC230,Endocrinology,Dr. Sreelekshmi Rahman,Female,"MBBS, MD",drsreelekshmirahman@bmh.com,+91 8496127776,Endocrinology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC231,General Medicine,Dr. Anjali Mathew,Female,"MBBS, MD",dranjalimathew@bmh.com,+91 7095486959,General Medicine,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC232,Cardiology,Dr. Sanjay Kurup,Male,"MBBS, MS, MCh",drsanjaykurup@bmh.com,+91 8221634331,Cardiology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC233,Child Care (Paediatrics),Dr. Aswathy Eapen,Female,"MBBS, MD",draswathyeapen@bmh.com,+91 8990306055,Child Care (Paediatrics),00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC234,Orthopaedics,Dr. Rohan Chacko,Male,"MBBS, MD",drrohanchacko@bmh.com,+91 7727135015,Orthopaedics,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC235,Nephrology,Dr. Siddharth Nambiar,Male,"MBBS, MD, DM",drsiddharthnambiar@bmh.com,+91 7933246628,Nephrology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC236,Pathology,Dr. Fathima Eapen,Female,"MBBS, MS",drfathimaeapen@bmh.com,+91 7528801264,Pathology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC237,Psychiatry,Dr. Parvathy Faisal,Female,"MBBS, MD",drparvathyfaisal@bmh.com,+91 7341178700,Psychiatry,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC238,Dermatology,Dr. Aswathy Faisal,Female,"MBBS, MD",draswathyfaisal@bmh.com,+91 8717449550,Dermatology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC239,Psychiatry,Dr. Aswathy Mathew,Female,"MBBS, MD",draswathymathew@bmh.com,+91 7275243599,Psychiatry,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC240,Ophthalmology,Dr. Manu Menon,Male,"MBBS, MD",drmanumenon@bmh.com,+91 7758232942,Ophthalmology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC241,Pulmonology,Dr. Sebastian Varghese,Male,"MBBS, MD",drsebastianvarghese@bmh.com,+91 9161373437,Pulmonology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC242,Ophthalmology,Dr. Abhilash Varghese,Male,"MBBS, MD",drabhilashvarghese@bmh.com,+91 7480367793,Ophthalmology,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC243,Endocrinology,Dr. Sophy Panicker,Female,"MBBS, MD",drsophypanicker@bmh.com,+91 8744011953,Endocrinology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC244,General Surgery,Dr. Siddharth Philip,Male,"MBBS, MD",drsiddharthphilip@bmh.com,+91 8721974438,General Surgery,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC245,Child Care (Paediatrics),Dr. Rohan Kurian,Male,"MBBS, MD",drrohankurian@bmh.com,+91 8961699122,Child Care (Paediatrics),06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC246,Urology,Dr. Kavya Kurup,Female,"MBBS, MD",drkavyakurup@bmh.com,+91 8150854421,Urology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC247,Anaesthesiology,Dr. Dhanya Thomas,Female,"MBBS, MD",drdhanyathomas@bmh.com,+91 8263221836,Anaesthesiology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC248,Gastroenterology,Dr. Aiswarya Samuel,Female,"MBBS, MS, MCh",draiswaryasamuel@bmh.com,+91 9362320049,Gastroenterology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC249,Cardiology,Dr. Kiran Rahman,Male,"MBBS, MS, MCh",drkiranrahman@bmh.com,+91 7807580622,Cardiology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC250,General Surgery,Dr. Mathew Warrier,Male,"MBBS, MD",drmathewwarrier@bmh.com,+91 8149048323,General Surgery,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC251,Anaesthesiology,Dr. Sneha George,Female,"MBBS, MD",drsnehageorge@bmh.com,+91 9597898871,Anaesthesiology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC252,Orthopaedics,Dr. Manu Rahman,Male,"MBBS, MD",drmanurahman@bmh.com,+91 7171252574,Orthopaedics,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC253,Anaesthesiology,Dr. Antony Thampi,Male,"MBBS, MS",drantonythampi@bmh.com,+91 7396438386,Anaesthesiology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC254,Anaesthesiology,Dr. Sumayya Nair,Female,"MBBS, MD",drsumayyanair@bmh.com,+91 8669544863,Anaesthesiology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC255,Critical Care,Dr. Devika Joseph,Female,"MBBS, MD",drdevikajoseph@bmh.com,+91 7274728872,Critical Care,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC256,Cardiology,Dr. Greeshma Thampi,Female,"MBBS, MS, MCh",drgreeshmathampi@bmh.com,+91 7160002915,Cardiology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC257,Child Care (Paediatrics),Dr. Arjun Nambiar,Male,"MBBS, MD",drarjunnambiar@bmh.com,+91 7583543293,Child Care (Paediatrics),12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC258,Endocrinology,Dr. Jacob Chacko,Male,"MBBS, MD",drjacobchacko@bmh.com,+91 9801505193,Endocrinology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC259,Gastroenterology,Dr. Tessa Samuel,Female,"MBBS, MS, MCh",drtessasamuel@bmh.com,+91 8516511807,Gastroenterology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC260,Ophthalmology,Dr. Kavya Abraham,Female,"MBBS, MD",drkavyaabraham@bmh.com,+91 8958914573,Ophthalmology,00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC261,Nephrology,Dr. Kiran Philip,Male,"MBBS, MD, DM",drkiranphilip@bmh.com,+91 7757981422,Nephrology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC262,Urology,Dr. Rohan Mathew,Male,"MBBS, MD",drrohanmathew@bmh.com,+91 8950379949,Urology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC263,Psychiatry,Dr. Anjali Varghese,Female,"MBBS, MD",dranjalivarghese@bmh.com,+91 8077726589,Psychiatry,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
